??    1215.6701 0.416400  6.265E8  1.00 No ID !! MUST BE HERE Version:18.11.04
MgIIb 2796.3511 0.6155 2.625e8 M03 25Mg
MgIIb 2803.5283 0.3058 2.595e8 M03 25Mg
MgIIc 2796.3473 0.6155 2.625e8 M03 26Mg
MgIIc 2803.5244 0.3058 2.595e8 M03 26Mg
MgX   624.95    0.0410     2.000E8  VBT
MgX   609.79    0.0842     2.000E8  VBT
AlI   3945.1224 0.116 1.48e8  26.981539 M03g  
AlI   3083.0462 0.177 7.45e7  M03g
AlI   2367.7750 0.106 7.58e7  M03g
AlI   2264.1647 0.0892 7.14e7  M03g
AlII  1670.7886 1.740  1.390e9  M03g w:Griesmann
AlIII 1862.79113 0.278  5.34e8  M03g w:Griesmann
AlIII 1854.71829 0.559  5.42e8  M03g w:Griesmann
SiI   2515.0725  0.211  2.22e8 28.0855 M03g
SiI   1845.5205  0.270  1.76e8  M03
SiI   1693.2939  0.156  1.21e8  M03
SiI   1631.170   0.2051  1.714e8  M91 (M03:no f-value)
SiI   1562.002  0.3758   3.425e8  M91 (M03:no f-value)
SiII  2335.123  4.25E-6  9.61e3  M03g
SiII  1808.01288 0.00208  2.38e6  M03g  w:Griesmann.
SiII  1526.70698 0.13300  1.13E9  M03g
SiII  1304.3702 0.0863  1.01E9  M03g 	
SiII  1260.4221 1.180   2.95E9  M03g
SiII  1193.2897 0.5820  4.07e9  M03g
SiII  1190.4158 0.2920  4.08E9  M03g	 
SiII  1020.6989 0.0168  6.680e8  M03/M91g
SiII   989.8731 0.171   6.673e8  M03/M91g
SiII* 1533.4316 0.13200  1.13E9  M03g
SiII* 1309.2757 0.0860  1.01E9   M03g
SiII* 1265.0020 0.117  2.95E9  M03g
SiII* 1264.7377 1.050  2.93E9  M03g
SiII* 1197.3938 0.145  4.07e9  M03g
SiII* 1194.5002 0.727  4.08E9  M03g
SiIII 1206.500 1.63000  2.48e9  M03g
SiIV  1393.76018 0.513  8.80e8  M03g w:Griesmann 
SiIV  1402.77291 0.254  8.62e8  M03g w:Griesmann
P I   1774.9487 0.169   2.38e8  30.973762 M03g
P I   1782.8291 0.113   2.38e8  M03g
P II  1532.5330 3.03e-3 4.77e6 M03g 
P II  1301.8743 1.27e-2 4.82e7 M03g
P II  1152.8180 0.245   1.23e9 M03g
P II   963.8005 1.458   4.14E9 M03g
P II   961.0412 0.3489  5.09e9 M03g
P III 1334.8132 0.0282  6.32E7  M03g
P III  997.9996 0.1117  2.220E9  M03g
P III  917.1178 0.404  4.78E9  M03g
P III  913.9683 0.203  4.79E9  M03g
P IV   950.6569 1.490  3.67e9  M03g
P V   1128.0078 0.233 1.22e9  M03g
P V   1117.9774 0.472 1.26e9  M03g
S I   1807.3113 0.0905 5.33e8  32.066 M03g
S I   1473.9943 0.0828 1.82e8  M03
S I   1295.6531 0.0870 3.46e8  M03
S II  1259.518 0.0166  4.65e7  M03g
S II  1253.805 0.0109  4.62e7  M03g
S II  1250.578 0.00543 4.63e7  M03g
S III 1190.203 0.0237 6.65e7  M03g
S III 1012.495 0.0438 2.81e8  M03g
S IV  1062.664 0.0494 1.69e8  M03g
S VI   944.523 0.215  1.61e9  M03g
S VI   933.378 0.437  1.67e9  M03g
ClI   1347.2396 0.153 6.62e8  35.4527 M03g
ArI   1066.6598 0.0675 1.32e8  39.948  M03g
ArI   1048.2199 0.263 3.18e7 M03g  
CaI   4227.918 1.770   2.200e8  40.078  M03g
CaI   2276.169 0.0661   2.84e7  M03g
CaII  3934.7750 0.6267  1.444e8  M03g
CaII  3969.5901 0.3116  1.409e8  M03g
TiII  3384.7304 0.358  1.75e8  47.88   M03g
TiII  3242.9184 0.232  2.44e8  M03g
TiII  3230.1221 0.0687 2.44e8  M03g
TiII  3073.8633 0.121  2.56e8  M03g
TiII  3067.2379 0.0489 2.500e8  M03g
TiII  1910.9538 0.0980  1.43E8  M03g 
TiII  1910.6123 0.104   4.17E8  M03g 
TiIII 1298.697 0.0964 6.35e8  M03
TiIII 1295.884 0.0418 1.66e8  M03
CrII  2066.16403 0.0512 4.17e8  51.9961 M03g w:MN,300,131
CrII  2062.23610 0.0759  4.06e8  M03g w:MN,300,131
CrII  2056.25693 0.1030  4.07e8  M03g w:MN,300,131 
MnII  2606.462 0.198  2.72e8  54.93805  M03g
MnII  2594.499 0.280  2.78e8  M03g
MnII  2576.877 0.361  2.82e8  M03g
MnII  1201.118 0.121 7.85e8 M03
MnII  1199.391 0.169 7.85e8 M03
MnII  1197.184 0.217 7.84e8  M03
MnII  1162.015 0.0102 3.90e7 M03
FeI   3720.9928 0.0411  1.63e7  55.847  M03g
FeI   3021.5187 0.1040  1.69E8  M03g
FeI   2967.7646 0.0438  1.27E8  M03g
FeI   2719.8329 0.122   1.75E8  M03g
FeI   2523.6083 0.203   3.85E8  M03g
FeI   2501.8858 0.049300  3.85E8  M03g
FeI   2484.0209 0.544  5.000E8  M03g
FeI   2463.3922 0.0532  5.000E8  M03g
FeI   2167.4534 0.150000  2.74E8  M03
FeII  2600.1729 0.2394 2.70e8 M03g w:JOPTScAmB,8,2028 f:ApJ,452,275 
FeII  2586.6496 0.069125 2.72E8 M03g w:JOPTScAmB,8,2028 f:ApJ,452,275
FeII  2382.7652  0.320 3.13E8 M03g 
FeII  2374.4612 0.0313 3.09E8 M03g 
FeII  2367.5905 2.16e-5  3.07e8 M03g    
FeII  2344.2139 0.1142  2.680e8  M03g  f:Cardelli ApJ,452,275   
FeII  2260.7805 0.00244 2.58e8   M03g
FeII  2234.4472 2.52e-5 2.75e8 M03g
FeII  2249.8768 0.001821 3.31e8 M03g 
FeII  1901.7730 7.0e-5 1.61E5 M03
FeII  1611.20034 1.38e-3  2.86e8 M03g  w:JOPTScAmB 8,2028
FeII  1608.45085 0.0577 2.74e8  M03 w:JOPTScAmB 8,2028
FeII  1588.6876 1.48e-4 4.89e5  M03 
FeII  1260.533 0.024000  1.26E8  M03 
FeII  1144.9379 0.0830  3.520E8  M03
FeII  1143.2260  0.0192  9.81e7  M03
FeII  1142.3656 0.00401  2.56e7  M03
FeII  1133.6654  4.72e-3  3.06e7 M03
FeII  1127.0984 1.12e-3 5.89e6 M03
FeII  1125.4477  0.0156   1.03E8 M03
FeII  1121.9748 0.0290 1.92e8 M03
FeII  1112.0480  0.00446 2.000E7 M03
FeII  1106.3596 3.94e-4 2.15e6 M03
FeII  1096.8769 0.032700  2.260E8 M03
FeII  1083.4204 0.002800  2.000E8  M03
FeII  1081.8748 0.012600  2.000E8  M03
FeII  1063.9718 0.00475  3.50e7  M03
FeII  1063.1764  0.054700  3.23E8  M03
FeII  1062.1517  0.002910  1.72e7  M03
FeII  1055.2617  0.00615  4.61e7  M03
FeIII 1214.562 2.39e-4  1.39e6 M03
FeIII 1122.524 0.05440  3.70e8   M03
CoII  2059.4756 0.00751  2.78e8  58.93320 M03g
CoII  2026.4122 0.0125   3.03e8 M03g
CoII  2012.1664 0.0368  3.45e8 M03g
CoII  1941.2852 0.0340   4.35e8  M03g 
CoII  1574.5508 0.0250   6.73e7  M03
CoII  1572.6489 0.0120   4.16e7  M03
CoII  1552.7624 0.0116   3.21e7  M03
CoII  1480.9546  0.0119  4.65e7   M03 
CoII  1466.2110  0.0310  3.78e7 M03
CoII  1424.7866  0.0109  3.58e7 M03
NiI   2320.7468 0.685  6.94E8   58.69    M03
NiI   2311.669 0.376500  4.700E8   M91(M03-no f)
NiII  1751.9157 0.027700  3.70E8  M03g
NiII  1741.5531 0.042700  5.00E8 M03g
NiII  1709.6042 0.0324    4.35e8  M03g 
